user_id,name,gender,age,user_type
00000800,余杰,女,27,上班族
00000801,刘建华,女,25,上班族
00000802,王春梅,男,37,上班族
00000803,胡洋,男,33,上班族
00000804,冯欣,女,27,自由职业
00000805,游利,男,35,上班族
00000806,刘兵,男,41,上班族
00000807,谢峰,女,30,家庭主妇
00000808,隋欣,男,35,上班族
00000809,刘晨,男,43,自由职业
00000810,江秀珍,男,28,自由职业
00000811,黄伟,男,19,在校学生
00000812,宫冬梅,女,30,其他
00000813,刘倩,女,42,家庭主妇
00000814,孙兰英,女,21,在校学生
00000815,戚建,男,56,上班族
00000816,蒋颖,男,22,上班族
00000817,陈桂花,男,43,上班族
00000818,郑想,女,36,上班族
00000819,杨秀兰,男,27,上班族
00000820,张红,男,43,上班族
00000821,张秀梅,女,26,上班族
00000822,傅红,女,32,家庭主妇
00000823,段雷,女,25,家庭主妇
00000824,涂建华,男,46,上班族
00000825,吴雪梅,女,40,自由职业
00000826,宋桂香,男,28,自由职业
00000827,许倩,男,34,上班族
00000828,雷玉兰,女,47,上班族
00000829,米欣,男,40,上班族
00000830,陆桂珍,女,25,上班族
00000831,俞宁,女,23,家庭主妇
00000832,靳欣,女,40,上班族
00000833,张桂荣,男,39,上班族
00000834,任佳,男,33,上班族
00000835,郑凯,男,20,在校学生
00000836,张勇,男,20,在校学生
00000837,孙芳,女,41,自由职业
00000838,周淑兰,男,31,上班族
00000839,廖丹,男,32,上班族
00000840,郑玉兰,女,34,上班族
00000841,李旭,男,47,上班族
00000842,夏桂荣,女,38,上班族
00000843,林秀云,女,33,上班族
00000844,林平,男,33,上班族
00000845,陈欣,男,18,在校学生
00000846,袁莉,女,32,家庭主妇
00000847,曹健,男,32,上班族
00000848,陆凤兰,男,25,上班族
00000849,宋霞,女,31,其他
00000850,李雪,女,29,上班族
00000851,龚建华,男,42,上班族
00000852,陈玉,女,37,家庭主妇
00000853,邓倩,男,41,上班族
00000854,马文,男,40,家庭主妇
00000855,程楠,男,36,上班族
00000856,杨颖,男,50,家庭主妇
00000857,冯秀梅,男,36,上班族
00000858,周琳,男,35,自由职业
00000859,刘萍,女,30,上班族
00000860,马丽华,男,49,上班族
00000861,方桂香,男,33,上班族
00000862,马英,男,18,在校学生
00000863,吴建平,男,40,上班族
00000864,袁峰,男,35,上班族
00000865,梅静,男,38,上班族
00000866,鞠鹏,女,24,家庭主妇
00000867,余桂兰,女,21,在校学生
00000868,李秀华,女,44,上班族
00000869,曹莹,男,32,上班族
00000870,王建平,女,35,上班族
00000871,喻洋,男,26,上班族
00000872,孙文,女,48,上班族
00000873,张坤,男,55,上班族
00000874,龙利,男,35,上班族
00000875,杨宇,男,18,在校学生
00000876,王桂珍,男,50,上班族
00000877,张萍,男,39,上班族
00000878,万艳,女,34,家庭主妇
00000879,石坤,女,32,上班族
00000880,萧芳,男,38,上班族
00000881,孙琴,男,36,上班族
00000882,周楠,女,32,自由职业
00000883,陈军,女,32,其他
00000884,赵佳,女,36,家庭主妇
00000885,丁坤,男,25,上班族
00000886,曹艳,女,38,家庭主妇
00000887,王建,女,31,家庭主妇
00000888,苗俊,男,50,上班族
00000889,秦英,女,37,在校学生
00000890,张艳,男,22,上班族
00000891,汤志强,女,30,家庭主妇
00000892,邹丹丹,男,26,上班族
00000893,刘文,男,27,自由职业
00000894,刘晨,女,19,在校学生
00000895,李桂芝,男,28,上班族
00000896,杨明,女,42,自由职业
00000897,刘淑兰,女,18,在校学生
00000898,谭丹,女,40,上班族
00000899,朱娟,女,43,在校学生
00000900,郑淑华,男,22,自由职业
00000901,张华,男,19,在校学生
00000902,李成,男,35,在校学生
00000903,陈亮,男,30,其他
00000904,郭超,女,37,上班族
00000905,刘荣,女,44,上班族
00000906,陈燕,男,36,自由职业
00000907,李想,女,30,上班族
00000908,赵平,男,44,上班族
00000909,齐雷,男,22,上班族
00000910,王成,女,34,在校学生
00000911,王丽华,男,18,在校学生
00000912,刘春梅,女,33,上班族
00000913,贾斌,男,45,上班族
00000914,余楠,男,42,自由职业
00000915,葛洋,女,27,家庭主妇
00000916,黄芳,男,18,在校学生
00000917,李荣,女,26,其他
00000918,李璐,男,35,上班族
00000919,余凤英,男,41,上班族
00000920,沈兰英,女,22,上班族
00000921,蒋丽华,男,46,上班族
00000922,夏磊,男,25,上班族
00000923,葛桂珍,女,27,上班族
00000924,沈强,女,43,家庭主妇
00000925,张霞,女,25,上班族
00000926,常淑华,女,36,其他
00000927,王帆,男,41,上班族
00000928,熊丽娟,女,19,在校学生
00000929,王燕,女,32,上班族
00000930,李桂芝,男,25,自由职业
00000931,陈龙,女,40,上班族
00000932,王波,女,39,上班族
00000933,陈辉,女,28,上班族
00000934,吴芳,男,41,上班族
00000935,余桂珍,男,45,上班族
00000936,邱凤兰,女,39,上班族
00000937,赵利,男,39,上班族
00000938,谭宇,男,29,在校学生
00000939,张超,女,31,在校学生
00000940,欧阳桂香,女,35,上班族
00000941,王秀芳,女,46,自由职业
00000942,和彬,男,35,上班族
00000943,赵颖,女,24,自由职业
00000944,张红梅,男,32,上班族
00000945,王英,男,38,上班族
00000946,杨红霞,男,43,上班族
00000947,许超,女,32,上班族
00000948,张秀华,男,28,上班族
00000949,李凤兰,女,41,上班族
00000950,周小红,男,26,上班族
00000951,景淑兰,男,53,上班族
00000952,廖志强,男,28,上班族
00000953,杨婷,女,43,上班族
00000954,陈淑华,男,46,上班族
00000955,王伟,女,29,上班族
00000956,陈波,男,29,其他
00000957,胡宁,男,21,在校学生
00000958,刘春梅,女,32,家庭主妇
00000959,陈婷,男,43,上班族
00000960,杨芳,男,45,上班族
00000961,宋雪梅,男,34,上班族
00000962,陈玲,男,20,在校学生
00000963,涂玲,女,32,家庭主妇
00000964,卞倩,男,38,其他
00000965,侯丹,男,36,上班族
00000966,高桂花,女,25,上班族
00000967,牟勇,男,46,上班族
00000968,邓莹,男,45,上班族
00000969,王俊,女,30,上班族
00000970,邹玉英,女,34,上班族
00000971,程凯,男,35,上班族
00000972,王琳,男,32,其他
00000973,王楠,男,31,上班族
00000974,张建军,女,35,家庭主妇
00000975,康丽华,男,26,上班族
00000976,李勇,女,30,上班族
00000977,徐彬,男,51,家庭主妇
00000978,侯凯,女,28,上班族
00000979,杨坤,女,38,家庭主妇
00000980,邓玲,男,25,自由职业
00000981,黄丽娟,女,26,在校学生
00000982,傅玉英,男,26,上班族
00000983,谢静,女,44,家庭主妇
00000984,朱龙,女,39,上班族
00000985,史桂荣,女,20,在校学生
00000986,郑燕,女,33,上班族
00000987,任利,女,25,上班族
00000988,吴兰英,女,32,上班族
00000989,刘凤兰,女,25,自由职业
00000990,马桂英,女,20,在校学生
00000991,刘平,女,49,在校学生
00000992,周琴,女,25,上班族
00000993,黄华,男,40,上班族
00000994,张桂珍,女,33,上班族
00000995,周文,男,28,上班族
00000996,周莹,女,32,家庭主妇
00000997,张洋,女,45,上班族
00000998,刘桂芝,男,24,上班族
00000999,杨伟,男,40,自由职业
00001000,李淑英,女,23,上班族
00001001,冯超,女,30,上班族
00001002,吴一帆,男,22,在校学生
